개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부,,,정보
3040000,3040000-202-1970-00022,19700723,,03,폐업,02,폐업,20060901,,,,02 4974289,126.30,143902,서울특별시 광진구 중곡동 196-11번지 ,,,도원탕,2003-10-21 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207343.773689462    ,451935.251493803    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1970-00031,19700210,,03,폐업,02,폐업,20010601,,,,02 4663943,211.06,143846,서울특별시 광진구 자양동 236-89번지 ,,,성춘탕,2003-03-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205470.823903755    ,448324.268025361    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1970-00037,19700109,,03,폐업,02,폐업,20030704,,,,02 4661720,504.88,143840,서울특별시 광진구 군자동 346-22번지 ,,,장안탕,2002-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206168.205128106    ,449716.021289287    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1970-00064,19700904,,03,폐업,02,폐업,20150403,,,,02  444 1080,342.59,143960,서울특별시 광진구 구의동 226-2번지 ,서울특별시 광진구 구의로 65-1 (구의동),,은호탕,2013-03-15 11:37:28,I,2018-08-31 23:59:59.0,공동탕업,207899.235292357    ,449066.743743485    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1970-00093,19700902,,03,폐업,02,폐업,19910502,,,,02 4656512,151.40,143916,서울특별시 광진구 화양동 33-34번지 ,,,화연탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206015.280335652    ,449180.408499373    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1971-00039,19711001,,03,폐업,02,폐업,20050427,,,,02 4662616,132.21,143837,서울특별시 광진구 군자동 53-11번지 ,,,동원탕,2002-09-25 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206615.761542731    ,450276.646167467    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1971-00048,19710216,,03,폐업,02,폐업,20020507,,,,02 4526405,199.47,143894,서울특별시 광진구 중곡동 149-10번지 ,,,대신탕,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207534.328842083    ,450977.481203093    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1971-00072,19710927,,03,폐업,02,폐업,20060531,,,,0204576531,197.79,143852,서울특별시 광진구 자양동 228-24번지 ,,,부광옥사우나,2004-06-08 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1972-00042,19720128,,03,폐업,02,폐업,20170608,,,,02 4667383,345.09,143903,서울특별시 광진구 중곡동 241-17번지 ,서울특별시 광진구 긴고랑로 41 (중곡동),04910,대화탕,2017-06-08 13:40:48,I,2018-08-31 23:59:59.0,공동탕업,207080.733577729    ,451198.275900371    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1972-00044,19720904,,03,폐업,02,폐업,20140605,,,,02 4672162,214.21,143912,서울특별시 광진구 중곡동 648-14번지 ,서울특별시 광진구 능동로37길 6 (중곡동),04919,라보탕,2012-01-04 13:49:21,I,2018-08-31 23:59:59.0,공동탕업,206961.612379341    ,450659.222622896    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1972-00051,19721113,,03,폐업,02,폐업,20010927,,,,02 4621306,202.72,143900,서울특별시 광진구 중곡동 174-77번지 ,,,금성탕,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1972-00095,19721020,,03,폐업,02,폐업,19921119,,,,02 4642240,223.06,143916,서울특별시 광진구 화양동 34-48번지 ,,,조양탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206008.177641695    ,448982.600677679    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1972-00111,19721116,,03,폐업,02,폐업,19950503,,,,02 4524753,135.78,143809,서울특별시 광진구 광장동 334-12번지 ,,,문화탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,209375.068351656    ,449558.030455124    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1973-00019,19730830,,03,폐업,02,폐업,20021129,,,,02 4691100,193.59,143841,서울특별시 광진구 자양동 10-6번지 ,,,청강목욕탕,2003-03-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205725.117770632    ,448588.18053061     ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1973-00041,19730908,,03,폐업,02,폐업,20060406,,,,02 4627839,204.34,143904,서울특별시 광진구 중곡동 246-25번지 ,,,대왕탕,2003-10-21 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206848.378640684    ,451193.08886312     ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1973-00059,19730411,,03,폐업,02,폐업,20030507,,,,02 4451433,242.08,143819,서울특별시 광진구 구의동 65-2번지 ,,,새서울탕,2003-05-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207776.722158539    ,449378.274913209    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1973-00074,19730929,,03,폐업,02,폐업,20040908,,,,02 4638632,235.31,143862,서울특별시 광진구 자양동 553-14번지 ,,,청수탕,2002-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205732.471502236    ,448227.224938499    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1974-00046,19740119,,01,영업/정상,01,영업,,,,,02 4521997,146.34,143885,서울특별시 광진구 중곡동 46-24,서울특별시 광진구 용마산로7길 68 (중곡동),04922,우정탕,2022-12-07 13:24:51,U,2021-11-02 00:09:00.0,공동탕업,207365.619431381,450886.660063979,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1974-00047,19740902,,03,폐업,02,폐업,20090518,,,,02 4574848,218.57,143890,서울특별시 광진구 중곡동 118-1번지 ,,,동천탕,2008-08-19 09:15:33,I,2018-08-31 23:59:59.0,공동탕업,207636.980271729    ,450431.703408255    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1978-00055,19781220,,03,폐업,02,폐업,20060721,,,,02 4443111,226.99,143887,서울특별시 광진구 중곡동 74-28번지 ,,,호수탕,2004-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,208284.171547883    ,450763.173992446    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1979-00065,19790528,,03,폐업,02,폐업,20040726,,,,0204466871,187.81,143825,서울특별시 광진구 구의동 242-15번지 ,,,한수탕,2002-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207720.13509251     ,448532.117307184    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1980-00027,19800119,,03,폐업,02,폐업,20030507,,,,02 4646367,159.30,143901,서울특별시 광진구 중곡동 190-37번지 ,,,부강탕,2003-05-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206815.946789856    ,451550.424992111    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00024,19811210,,03,폐업,02,폐업,20020518,,,,02 4670988,158.56,143912,서울특별시 광진구 중곡동 613-21번지 ,,,유창탕,2003-03-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206566.239507381    ,450941.209308823    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00034,19811130,,03,폐업,02,폐업,20020930,,,,0204644302,367.78,143916,서울특별시 광진구 화양동 18-12번지 ,,,청수탕,2003-03-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206035.411630184    ,449492.689248766    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00060,19810922,,03,폐업,02,폐업,20210513,,,,0222013535,228.53,143819,서울특별시 광진구 구의동 70-27 ,서울특별시 광진구 자양로 234 (구의동),04975,한성보석사우나,2021-05-13 09:44:33,U,2021-05-15 02:40:00.0,공동탕업+찜질시설서비스영업,207738.082768929    ,449472.71909597     ,공동탕업+찜질시설서비스영업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00077,19811125,,01,영업/정상,01,영업,,,,,02457 3355,609.84,143866,서울특별시 광진구 자양동 614-0번지 ,서울특별시 광진구 자양로15길 109 (자양동),05062,진아보석사우나,2019-09-30 11:06:52,U,2019-10-02 02:40:00.0,공동탕업+찜질시설서비스영업,206823.908852368    ,447990.564232386    ,공동탕업+찜질시설서비스영업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00091,19811221,,03,폐업,02,폐업,20000719,,,,02 4659462,253.00,143841,서울특별시 광진구 자양동 5-11번지 ,,,대천탕,2000-07-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205983.644347859    ,448466.849833572    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00119,1981-02-05,,01,영업/정상,01,영업,,,,,02   4504425,286.13,143-800,서울특별시 광진구 광장동 21-0,서울특별시 광진구 워커힐로 177 (광장동),04963,헬스사우나,2023-05-04 10:24:11,U,2022-12-05 00:07:00.0,목욕장업 기타,209766.973555533,450385.000713887,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00120,19811221,,03,폐업,02,폐업,20000701,,,,02 4659762,.00,143841,서울특별시 광진구 자양동 5-11번지 ,,,대천,2003-03-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205983.644347859    ,448466.849833572    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1981-00121,19811221,,03,폐업,02,폐업,20000719,,,,02 4659462,.00,143841,서울특별시 광진구 자양동 5-11번지 ,,,대천,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205983.644347859    ,448466.849833572    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00043,19821216,,03,폐업,02,폐업,19990723,,,,02 4669800,254.82,143912,서울특별시 광진구 중곡동 647-21번지 ,,,대경탕,1999-08-09 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207030.250867409    ,450781.379549387    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00058,19821228,,03,폐업,02,폐업,20140228,,,,0204476946,232.80,143849,서울특별시 광진구 능동 246-3번지 ,서울특별시 광진구 천호대로116길 7 (능동),04987,공원탕,2003-02-24 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207378.462565138    ,450273.924173683    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00066,19821119,,03,폐업,02,폐업,19990531,,,,02 4452338,224.60,143825,서울특별시 광진구 구의동 246-13번지 ,,,화성탕,2003-03-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207418.481679701    ,448333.157588195    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00067,19820920,,03,폐업,02,폐업,19960624,,,,02 4472869,260.00,143826,서울특별시 광진구 구의동 248-140번지 ,,,덕운탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207572.70864703     ,448680.326713005    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00071,19820914,,03,폐업,02,폐업,20190409,,,,02 4446154,237.19,143816,서울특별시 광진구 구의동 26-15번지 ,서울특별시 광진구 자양로 324 (구의동),04956,약수탕,2019-04-09 14:12:41,U,2019-04-11 02:40:00.0,공동탕업,208252.715477339    ,450202.529247127    ,공동탕업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00078,19821213,,03,폐업,02,폐업,20070523,,,,0234363818,203.12,143867,서울특별시 광진구 자양동 631-18번지 ,,,신진목욕탕,2002-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207141.695910461    ,447952.966391874    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00080,19821105,,03,폐업,02,폐업,20060529,,,,02 4459613,351.60,143868,서울특별시 광진구 자양동 636-8번지 ,,,성동탕,2002-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207035.218432987    ,447704.663602133    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00081,19820927,,03,폐업,02,폐업,20110614,,,,02 4465830,236.55,143873,서울특별시 광진구 자양동 679-28번지 ,,,고려탕,2003-02-26 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207450.459179791    ,447746.321126737    ,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00082,19821216,,03,폐업,02,폐업,19990723,,,,024469 800,.00,143912,서울특별시 광진구 중곡동 647-21번지 ,,,대경,2002-08-19 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207030.250867409    ,450781.379549387    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1982-00083,19820920,,03,폐업,02,폐업,19960624,,,,0211111111,.00,143826,서울특별시 광진구 구의동 248-140번지 ,,,덕운,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207572.70864703     ,448680.326713005    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00018,19830503,,03,폐업,02,폐업,20081126,,,,02 4571538,195.07,143887,서울특별시 광진구 중곡동 62-30번지 ,,,천일탕,2004-09-23 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,,,,,,,,,,N,,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00028,19830210,,03,폐업,02,폐업,19961219,,,,02 4631666,236.08,143845,서울특별시 광진구 자양동 115-8번지 ,,,서호탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00032,19830625,,03,폐업,02,폐업,19990706,,,,02 4638262,138.00,143845,서울특별시 광진구 자양동 74-1번지 ,,,삼풍탕,1999-07-13 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00033,19830909,,03,폐업,02,폐업,19970328,,,,02 4640026,187.62,143846,서울특별시 광진구 자양동 203-2번지 ,,,강변장여관목욕탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205310.285709458    ,448183.850317743    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00036,19830929,,03,폐업,02,폐업,20040619,,,,0204631211,193.90,143917,서울특별시 광진구 화양동 42-3번지 ,,,영천탕,2002-09-07 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,205711.907068319    ,449015.469460301    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00040,19830603,,03,폐업,02,폐업,19980319,,,,02 4675180,332.52,143838,서울특별시 광진구 군자동 469-22번지 ,,,녹천탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,206678.650243653    ,450573.359771289    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00045,19830825,,03,폐업,02,폐업,19970729,,,,02 4469805,285.30,143885,서울특별시 광진구 중곡동 31-36번지 ,,,용정탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207299.658338386    ,451267.124132505    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00052,19831107,,03,폐업,02,폐업,19970317,,,,02 4668085,233.64,143902,서울특별시 광진구 중곡동 198-42번지 ,,,경호탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207275.477261312    ,451840.405435241    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00054,19830620,,03,폐업,02,폐업,20020507,,,,02 4324785,130.24,143220,서울특별시 광진구 중곡동 608-5번지 ,,,올림피아탕,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207517.258952999    ,452012.470712384    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00056,19830908,,03,폐업,02,폐업,19980310,,,,02 4454443,200.18,143888,서울특별시 광진구 중곡동 94-15번지 ,,,제일탕,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,207850.472864274    ,450253.602991313    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00057,19831214,,03,폐업,02,폐업,20020507,,,,02 4530338,301.62,143888,서울특별시 광진구 중곡동 98-3번지 ,,,한일탕,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,208029.394623732    ,450399.029746404    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
3040000,3040000-202-1983-00062,19830524,,03,폐업,02,폐업,20020507,,,,02 4535061,194.12,143821,서울특별시 광진구 구의동 201-3번지 ,,,정원탕,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,공동탕업,208263.69457561     ,448886.418038269    ,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,서울시광진구목욕장업인허가정보.csv
