개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,,,,정보
3040000,3040000-122-2012-00001,20120214,,03,폐업,02,폐업,20190916,,,,02 4478414,227.40,143843,서울특별시 광진구 자양동 52-89 ,서울특별시 광진구 능동로3나길 25, 1층 (자양동),05084,김치랜드,2019-09-16 10:57:42,U,2019-09-18 02:40:00.0,집단급식소 식품판매업,205679.358044753    ,448059.154248069    ,집단급식소 식품판매업,,,,,,,0,0,0,0,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2012-00002,20120514,,03,폐업,02,폐업,20140127,,,,02   4478782,,143821,서울특별시 광진구 구의동 204-33 ,서울특별시 광진구 구의로16길 24, 1층 (구의동),05033,풀모아농산,2012-05-14 13:27:01,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,208036.036461527    ,449037.828624679    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2012-00003,20120523,,03,폐업,02,폐업,20161228,,,,031  7266400,,143867,서울특별시 광진구 자양동 635-10 1층 ,서울특별시 광진구 자양로9길 72, 1층 (자양동),05060,농업회사법인(주)순우리한우(서울지점),2016-05-30 18:34:33,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,207098.900422162    ,447764.67689935     ,집단급식소 식품판매업,,,,,,,0,0,0,0,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2012-00004,20120604,,03,폐업,02,폐업,20130313,,,,,,143831,서울특별시 광진구 구의동 589-10 ,서울특별시 광진구 구의강변로 64, B동 2층 201-1호 (구의동, 아크로리버),05116,푸드인,2012-06-20 16:25:02,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,208135.50744518     ,448204.09170096     ,집단급식소 식품판매업,,,,,,,0,0,0,0,,,,N,0,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2012-00005,20121010,,03,폐업,02,폐업,20150324,,,,,,143870,서울특별시 광진구 자양동 643-5 1층 ,서울특별시 광진구 뚝섬로52마길 48, 1층 (자양동),05108,친환경유통,2012-10-10 14:58:07,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,207080.727839244    ,447382.749595675    ,집단급식소 식품판매업,,,,,,,,,,,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2012-00006,20121112,,03,폐업,02,폐업,20140512,,,,02   4568801,,143873,서울특별시 광진구 자양동 677-6 ,서울특별시 광진구 자양로 39, 4층 (자양동),05103,(주)돈사랑,2012-11-12 13:48:37,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,207497.273946123    ,447695.80175358     ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2013-00001,20130603,,03,폐업,02,폐업,20210127,,,,02   4544152,16.88,143885,서울특별시 광진구 중곡동 50-57 ,서울특별시 광진구 긴고랑로22길 52, 1호 (중곡동),04927,우진연세우유특판,2021-01-27 16:17:56,U,2021-01-29 02:40:00.0,집단급식소 식품판매업,207276.600790023    ,450750.292657683    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2013-00002,20130724,,03,폐업,02,폐업,20161222,,,,02   4552722,,143866,서울특별시 광진구 자양동 617-42 1층 ,서울특별시 광진구 자양로13다길 10, 1층 (자양동),05062,만나식품,2013-07-24 13:51:35,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,206948.48031288     ,447845.084755016    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2013-00003,20131016,,03,폐업,02,폐업,20210514,,,,02  22014823,162.91,143849,서울특별시 광진구 능동 255-7 1,2층 ,서울특별시 광진구 천호대로122길 8, 1,2층 (능동),04987,(주)에스제이홀세일,2021-05-14 15:35:48,U,2021-05-16 02:40:00.0,집단급식소 식품판매업,207686.751649828    ,450105.856488918    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2014-00001,20140424,,01,영업/정상,01,영업,,,,,,,143912,서울특별시 광진구 중곡동 627-3 ,서울특별시 광진구 면목로7길 10, 1층 (중곡동),04917,애플푸드,2015-03-09 17:46:17,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,206744.698599511    ,450819.140021848    ,집단급식소 식품판매업,,,,,,,,,,,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2014-00002,20140806,,03,폐업,02,폐업,20160920,,,,02  432 4792,,143901,서울특별시 광진구 중곡동 193-1 ,서울특별시 광진구 능동로51길 37, 1층 (중곡동),04908,중앙영유아 협동조합,2014-08-06 10:24:17,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,207189.726322239    ,451558.905825829    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2014-00003,20140820,,03,폐업,02,폐업,20160401,,,,02  456 6924,,143819,서울특별시 광진구 구의동 68-25 ,서울특별시 광진구 자양로 214-1, 1층 (구의동),04976,안성양곡유통,2014-08-20 15:00:15,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,207601.535261796    ,449323.403499661    ,집단급식소 식품판매업,,,,,,,,,,,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2015-00001,20151216,,01,영업/정상,01,영업,,,,,02 4572988,240.00,143819,서울특별시 광진구 구의동 79-8 고광빌딩 ,서울특별시 광진구 자양로 247, 고광빌딩 (구의동),04993,(주)복지유니온,2018-10-08 16:38:32,I,2018-10-10 02:36:32.0,집단급식소 식품판매업,207781.299418586    ,449602.402021946    ,집단급식소 식품판매업,,,,,상수도전용,,0,0,0,0,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2016-00001,20160119,,03,폐업,02,폐업,20191127,,,,02 4559430,19.20,143876,서울특별시 광진구 자양동 695 ,서울특별시 광진구 구의강변로 11, 107호 (자양동, 한양상가),05115,미리원,2019-11-27 13:32:09,U,2019-11-29 02:40:00.0,집단급식소 식품판매업,207973.806781794    ,447692.555249939    ,집단급식소 식품판매업,,,,,,,0,0,0,0,,,,N,0,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2016-00002,20160222,,01,영업/정상,01,영업,,,,,,3.30,143824,서울특별시 광진구 구의동 232-9 ,서울특별시 광진구 광나루로38길 22, 1층 (구의동),05031,우정유통,2018-09-04 10:11:10,U,2018-09-04 23:59:59.0,집단급식소 식품판매업,207708.54018102     ,449072.561933652    ,집단급식소 식품판매업,,,,,,,0,0,0,0,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2016-00003,2016-07-11,,01,영업/정상,01,영업,,,,,02  66779171,64.96,143-903,서울특별시 광진구 중곡동 232-54,서울특별시 광진구 긴고랑로5길 22, 1층 (중곡동),04911,(주)피에스홈푸드,2023-06-19 10:22:17,U,2022-12-05 22:01:00.0,집단급식소 식품판매업,206945.083523091,451429.521066723,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2016-00004,2016-07-07,,03,폐업,02,폐업,2023-06-20,,,,,67.56,143-885,서울특별시 광진구 중곡동 40-12,서울특별시 광진구 능동로48길 8, 지하1층 (중곡동),04937,웰빙푸드,2023-06-20 16:18:23,U,2022-12-05 22:02:00.0,집단급식소 식품판매업,207265.774986626,451156.95895701,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2017-00001,20170523,,01,영업/정상,01,영업,,,,,,,143887,서울특별시 광진구 중곡동 76-57 ,서울특별시 광진구 긴고랑로 148-1, 1층 3호 (중곡동),04945,아이누리다온키즈,2017-05-23 16:11:04,I,2018-08-31 23:59:59.0,집단급식소 식품판매업,207999.833544482    ,450699.016711481    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2017-00002,2017-11-27,,03,폐업,02,폐업,2023-02-10,,,,,75.75,143-867,서울특별시 광진구 자양동 633-3,서울특별시 광진구 자양로9길 60-1 (자양동),05061,(주)온세미가,2023-02-10 16:05:30,U,2022-12-01 23:02:00.0,집단급식소 식품판매업,207144.074593042,447824.788818049,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2018-00001,20180111,,03,폐업,02,폐업,20210315,,,,,14.00,143891,서울특별시 광진구 중곡동 138-30 1층 ,서울특별시 광진구 천호대로113길 3, 1층 (중곡동),04926,남운급식,2021-03-15 11:51:23,U,2021-03-17 02:40:00.0,집단급식소 식품판매업,207258.430047277    ,450588.58390024     ,집단급식소 식품판매업,,,,,,,,,,,임대,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2018-00002,20180420,,03,폐업,02,폐업,20220420,,,,02 4987954,101.00,143888,서울특별시 광진구 중곡동 87-37,서울특별시 광진구 영화사로5길 27, 1층 (중곡동),04946,U1푸드시스템,2022-04-20 16:09:01,U,2021-12-03 22:03:00.0,집단급식소 식품판매업,208084.791618669,450570.640802317,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2018-00003,20180503,,03,폐업,02,폐업,20190311,,,,0234091326,34.07,143903,서울특별시 광진구 중곡동 232-47 ,서울특별시 광진구 동일로72길 36, 1층 (중곡동),04911,민푸드,2019-03-11 16:24:53,U,2019-03-13 02:40:00.0,집단급식소 식품판매업,206959.747216776    ,451464.943669178    ,집단급식소 식품판매업,,,,,,,0,0,0,0,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2019-00001,20190524,,01,영업/정상,01,영업,,,,,02 4670093,8.90,143903,서울특별시 광진구 중곡동 234-12 1층 ,서울특별시 광진구 동일로72길 18, 1층 (중곡동),04912,(주)식자재홈마트,2019-05-24 17:18:23,I,2019-05-26 02:20:55.0,집단급식소 식품판매업,206865.274938937    ,451508.888404433    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2019-00002,20190531,,01,영업/정상,01,영업,,,,,02 4473400,20.25,143200,서울특별시 광진구 구의동 667 강변에스케이뷰 상가2동 지하1층 B108호 ,서울특별시 광진구 아차산로 431, 상가2동 지하1층 B108호 (구의동, 강변에스케이뷰),05045,도깨비식자재마트,2019-05-31 15:33:00,I,2019-06-02 02:21:00.0,집단급식소 식품판매업,207900.435296043    ,448492.625330318    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2019-00003,20190725,,01,영업/정상,01,영업,,,,,0264091709,36.17,143873,서울특별시 광진구 자양동 669-10 1층 101호 ,서울특별시 광진구 자양로3가길 36, 1층 101호 (자양동),05106,백미농산,2019-07-25 12:04:29,I,2019-07-27 02:21:47.0,집단급식소 식품판매업,207437.142779568    ,447379.671524405    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2019-00004,20190903,,03,폐업,02,폐업,20221212,,,,,67.56,143885,서울특별시 광진구 중곡동 40-12,서울특별시 광진구 능동로48길 8, 지하1층 (중곡동),04937,명숙식품,2022-12-12 15:54:27,U,2021-11-01 23:04:00.0,집단급식소 식품판매업,207265.774986626,451156.95895701,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2020-00001,20200527,,01,영업/정상,01,영업,,,,,02  69494058,25.00,143858,서울특별시 광진구 자양동 464-15 ,서울특별시 광진구 자양번영로3길 31, 지층 1호 (자양동),05094,삼에스비,2020-05-27 15:25:53,I,2020-05-29 00:23:19.0,집단급식소 식품판매업,206409.509159595    ,447753.819576028    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2020-00002,20200626,,01,영업/정상,01,영업,,,,,0269494057,24.00,143858,서울특별시 광진구 자양동 464-15 ,서울특별시 광진구 자양번영로3길 31, 지하1층 2호 (자양동),05094,보르네푸드,2020-06-26 09:58:00,I,2020-06-28 00:23:16.0,집단급식소 식품판매업,206409.509159595    ,447753.819576028    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2021-00001,20210113,,03,폐업,02,폐업,20221213,,,,,24.75,143873,서울특별시 광진구 자양동 666-21,서울특별시 광진구 자양로3길 65, 102호 (자양동),05105,에이원푸드,2022-12-13 11:38:13,U,2021-11-01 23:05:00.0,집단급식소 식품판매업,207281.865099124,447471.157809963,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2021-00002,20210513,,01,영업/정상,01,영업,,,,,,31.50,143900,서울특별시 광진구 중곡동 690-1 이오공감 ,서울특별시 광진구 동일로78길 42-3, 1층 (중곡동, 이오공감),04905,서울중부 키즈,2021-05-13 13:21:30,I,2021-05-15 00:22:56.0,집단급식소 식품판매업,207146.316139088    ,451818.380484071    ,집단급식소 식품판매업,,,,,,,,,,,,,,N,0,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2022-00001,2022-05-26,,01,영업/정상,01,영업,,,,,02  444 9488,72.25,143-818,서울특별시 광진구 구의동 59-38,서울특별시 광진구 천호대로138길 14, 1층 (구의동),04980,연세우유 강남특판,2023-06-15 11:29:27,U,2022-12-05 23:07:00.0,집단급식소 식품판매업,208151.368965637,449569.418335138,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2023-00001,20230106,,01,영업/정상,01,영업,,,,,,35.00,143910,서울특별시 광진구 중곡동 603-1 지1층,서울특별시 광진구 용마산로36길 12, 지1층 (중곡동),04938,풍년유통,2023-01-06 11:56:27,I,2022-12-01 00:08:00.0,집단급식소 식품판매업,207609.718512494,452054.540092723,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
3040000,3040000-122-2023-00002,2023-06-20,,01,영업/정상,01,영업,,,,,,67.56,143-885,서울특별시 광진구 중곡동 40-12 지하1층,서울특별시 광진구 능동로48길 8, 지하1층 (중곡동),04937,SJ푸드,2023-06-20 16:35:36,I,2022-12-05 22:02:00.0,집단급식소 식품판매업,207265.774986626,451156.95895701,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소식품판매업인허가정보.csv
