개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,,,,,,정보
3040000,3040000-105-2000-00058,20000529,,01,영업/정상,01,영업,,,,,02 4611066,,143844,서울특별시 광진구 자양동 57-8번지 ,서울특별시 광진구 자양강변길 73 (자양동),05087,신양중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,205538.941626715    ,447896.679897146    ,학교,0,0,기타,기타,상수도전용,,0,,,,,,,N,160,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2000-00059,20000608,,01,영업/정상,01,영업,,,,,0234250048,,143875,서울특별시 광진구 자양동 693-0번지 광진중학교구내 ,서울특별시 광진구 뚝섬로64길 45 (자양동,광진중학교구내),05114,광진중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,207851.615350647    ,447730.434939677    ,학교,0,0,기타,기타,상수도전용,,0,,,,,,,N,162,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2000-00060,20000612,,03,폐업,02,폐업,20130222,,,,02 4502807,,143874,서울특별시 광진구 자양동 680-81번지 3층 ,서울특별시 광진구 자양로 72 (자양동,3층),05050,우정사업정보센터,2010-06-23 15:18:52,I,2018-08-31 23:59:59.0,집단급식소,207617.766676385    ,447999.288389849    ,집단급식소,0,0,기타,기타,,,0,,,,,,,N,432,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2001-00062,20010524,,01,영업/정상,01,영업,,,,,02 4550479,,143907,서울특별시 광진구 중곡동 176-77번지 ,서울특별시 광진구 용마산로22길 76 (중곡동),04940,용곡중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,207777.999546464    ,451504.924408133    ,학교,,,기타,기타,상수도전용,,0,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2001-00063,20010612,,03,폐업,02,폐업,20111011,,,,02 4475452,,143811,서울특별시 광진구 광장동 353-0번지 세계교회협력센타(교직원식당) ,,,장로회신학대학교,2010-07-02 14:59:05,I,2018-08-31 23:59:59.0,집단급식소,209096.544852183    ,449775.249091958    ,집단급식소,,,기타,기타,상수도전용,,0,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2001-00064,2001-09-28,,01,영업/정상,01,영업,,,,,02 4587876,243.00,143-703,서울특별시 광진구 구의동 254-32 광진경찰서,서울특별시 광진구 자양로 167, 광진경찰서 7층 (구의동),05024,광진경찰서,2023-02-23 15:08:55,U,2022-12-01 22:05:00.0,공공기관,207339.698688317,448954.948149117,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2001-00065,20011213,,01,영업/정상,01,영업,,,,,02 4467556,,143861,서울특별시 광진구 자양동 524-10번지 (구번지524) ,서울특별시 광진구 뚝섬로41길 33 (자양동),05069,자양중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,206490.114529999    ,448125.714908265    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00001,20020415,,03,폐업,02,폐업,20121116,,,,02 4531275,,143824,서울특별시 광진구 구의동 234-14번지 ,서울특별시 광진구 광나루로 506 (구의동),05031,광진구의한방병원,2012-11-29 15:04:23,I,2018-08-31 23:59:59.0,집단급식소,207501.564265218    ,449169.370576213    ,집단급식소,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00002,20020419,,01,영업/정상,01,영업,,,,,0263117969,,143837,서울특별시 광진구 군자동 232번지 ,서울특별시 광진구 능동로 247-1 (군자동),04998,서울교통공사대공원승무사업소,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,공공기관,206670.299042697    ,450006.968701683    ,공공기관,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00003,20020501,,01,영업/정상,01,영업,,,,,02 4550433,,143831,서울특별시 광진구 구의동 587-52번지 ,서울특별시 광진구 강변역로 18 (구의동),05048,서울광진학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,208035.215425542    ,448348.931454971    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00004,20010308,,01,영업/정상,01,영업,,,,,02 4660439,,143840,서울특별시 광진구 군자동 365-1번지 서울장안초등학교 ,서울특별시 광진구 군자로 74 (군자동,서울장안초등학교),05004,서울장안초등학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,206299.009763018    ,449814.471523976    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00005,20020805,,01,영업/정상,01,영업,,,,,07070123599,,143914,서울특별시 광진구 화양동 1,서울특별시 광진구 능동로 120 (화양동),05029,건국대학교 부속고등학교,2022-05-24 14:44:47,U,2021-12-04 22:06:00.0,학교,206445.881091692,448922.881688102,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00006,20021015,,01,영업/정상,01,영업,,,,,02 4461507,,143815,서울특별시 광진구 광장동 554-15번지 ,서울특별시 광진구 아차산로70길 17-62 (광장동),04973,광남중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,208911.636833622    ,448675.719335301    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2002-00007,20021128,,01,영업/정상,01,영업,,,,,4524953,,143926,서울특별시 광진구 화양동 303-18,서울특별시 광진구 광나루로30길 80 (화양동),05022,구의중학교,2022-05-24 14:39:43,U,2021-12-04 22:06:00.0,학교,206918.014625468,449001.652139809,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00001,20030319,,01,영업/정상,01,영업,,,,,02 4503973,,143914,서울특별시 광진구 화양동 1번지 새천년관 지하1,2층 ,서울특별시 광진구 능동로 120, 지하1,2층 (화양동, 새천년관 ),05029,건국대학교 새천년관,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,206445.881091692    ,448922.881688102    ,학교,,,,,상수도전용,,0,,,,,,,N,19.25,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00002,20030319,,01,영업/정상,01,영업,,,,,02 4527364,,143811,서울특별시 광진구 광장동 394-5번지 광장중학교 (구번지394-6) ,서울특별시 광진구 광장로1길 1 (광장동, 광장중학교),04966,광장중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,208919.430999227    ,449436.602016707    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00003,20030325,,03,폐업,02,폐업,20030325,,,,,,143914,서울특별시 광진구 화양동 1번지 새천년관 지하1,2층 지상14층 ,,,건국대학교 새천년관,2003-07-03 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,206445.881091692    ,448922.881688102    ,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00004,20030325,,03,폐업,02,폐업,20030325,,,,,,143811,서울특별시 광진구 광장동 394-6번지 광장중학교 ,,,광장중학교,2003-03-25 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,,,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00005,20030401,,03,폐업,02,폐업,20130103,,,,0234083552,,143839,서울특별시 광진구 군자동 98-0번지 ,,,군자관지하식당,2010-06-23 15:22:14,I,2018-08-31 23:59:59.0,집단급식소,206479.980833988    ,449827.630945538    ,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00006,20030529,,01,영업/정상,01,영업,,,,,0220490518,,143203,서울특별시 광진구 구의동 587번지 광진우체국 ,서울특별시 광진구 강변역로 2 (구의동,광진우체국),05048,서울광진우체국,2019-01-04 17:20:04,U,2019-01-06 02:40:00.0,공공기관,207897.590391352    ,448338.35599465     ,공공기관,,,,,상수도전용,,0,,,,,,,N,0,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00007,20030715,,01,영업/정상,01,영업,,,,,22041314,,143847,서울특별시 광진구 능동 25번지 선화예술중,고등학교 (구번지25) ,서울특별시 광진구 천호대로 664 (능동, 선화예술중,고등학교),04991,선화예술고등학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,207648.121842767    ,449795.634126694    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00008,20030920,,01,영업/정상,01,영업,,,,,4584695,,143818,서울특별시 광진구 구의동 60-44번지 서울광진초등학교 ,서울특별시 광진구 자양로40길 41 (구의동,서울광진초등학교),04980,서울광진초등학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,207992.080710925    ,449485.80913581     ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2003-00009,20031022,,01,영업/정상,01,영업,,,,,02 4570317,,143926,서울특별시 광진구 화양동 528번지 ,서울특별시 광진구 자양로 145-1 (화양동),05025,건국대학교사범대학부속중학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,207080.089565732    ,448675.755047145    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00001,20040628,,01,영업/정상,01,영업,,,,,02 4442544,,143926,서울특별시 광진구 화양동 478-3,서울특별시 광진구 광나루로26길 39 (화양동),05022,구립 느티나무어린이집,2022-04-28 16:56:14,U,2021-12-03 21:00:00.0,어린이집,206831.353211558,449241.790560695,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00002,20040628,,01,영업/정상,01,영업,,,,,02 4567295,,143821,서울특별시 광진구 구의동 204-22 ,서울특별시 광진구 광나루로44길 23 (구의동),05033,구립 동서울어린이집,2022-03-25 17:26:13,U,2022-03-27 02:40:00.0,어린이집,208013.358076657    ,448993.674896366    ,어린이집,,,,,상수도전용,,2,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00003,20040628,,01,영업/정상,01,영업,,,,,02 4537587,,143873,서울특별시 광진구 자양동 669-2,서울특별시 광진구 자양로3가길 26 (자양동),05106,구립자양2동어린이집,2022-04-13 16:24:27,U,2021-12-03 23:06:00.0,어린이집,207399.884620084,447404.291170362,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00004,20040630,,03,폐업,02,폐업,20081113,,,,02 4532527,,143872,서울특별시 광진구 자양동 645-11번지 ,,,보람몬테소리어린이집,2004-09-15 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,,,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00005,20040630,,01,영업/정상,01,영업,,,,,0234372381,5.52,143891,서울특별시 광진구 중곡동 134-25,서울특별시 광진구 용마산로3길 60 (중곡동),04925,구립 성심어린이집,2022-03-29 15:01:27,U,2021-12-02 21:01:00.0,어린이집,207439.841581861,450483.492058429,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00006,20040630,,03,폐업,02,폐업,20200203,,,,02 4634456,,143841,서울특별시 광진구 자양동 5-7번지 ,서울특별시 광진구 아차산로32길 17 (자양동),05073,자양4동어린이집,2020-02-03 17:22:37,U,2020-02-05 02:40:00.0,어린이집,205975.29046169     ,448541.197415277    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00007,20040630,,03,폐업,02,폐업,20200117,,,,02 4982878,,143904,서울특별시 광진구 중곡동 258-17번지 ,서울특별시 광진구 능동로43길 27-14 (중곡동),04915,중곡1동어린이집,2020-01-17 11:00:36,U,2020-01-19 02:40:00.0,어린이집,206965.840795349    ,450963.528138461    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00008,20040630,,01,영업/정상,01,영업,,,,,02 4469066,,143866,서울특별시 광진구 자양동 615-28,서울특별시 광진구 자양로13다길 31 (자양동),05063,구립 중앙어린이집,2022-04-13 16:20:38,U,2021-12-03 23:05:00.0,어린이집,206832.718704199,447860.166790025,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00009,20040702,,01,영업/정상,01,영업,,,,,02 4612440,230.60,143839,서울특별시 광진구 군자동 117-10 ,서울특별시 광진구 동일로56가길 31 (군자동),04999,구립 군자어린이집,2022-03-25 15:41:29,U,2022-03-27 02:40:00.0,어린이집,206353.651642536    ,450260.578892494    ,어린이집,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,42.6,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00010,20040702,,01,영업/정상,01,영업,,,,,02 4699976,,143901,서울특별시 광진구 중곡동 191-36번지 ,서울특별시 광진구 긴고랑로7길 73 (중곡동),04906,솔로몬어린이집,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,어린이집,207057.870450108    ,451590.610328879    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00011,20040702,,01,영업/정상,01,영업,,,,,0222019696,,143826,서울특별시 광진구 구의동 248-5 ,서울특별시 광진구 아차산로55길 59 (구의동),05040,구립 명성어린이집,2022-03-25 14:35:16,U,2022-03-27 02:40:00.0,어린이집,207561.160846218    ,448651.496205655    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2004-00012,20040714,,03,폐업,02,폐업,20220608,,,,02 4658688,,143841,서울특별시 광진구 자양동 6-13,서울특별시 광진구 아차산로30길 25-10 (자양동),05073,동성어린이집,2022-06-08 11:07:36,U,2021-12-05 23:00:00.0,어린이집,205913.564648988,448578.453311196,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00001,20050314,,01,영업/정상,01,영업,,,,,02 4461435,,143873,서울특별시 광진구 자양동 674-1번지 ,서울특별시 광진구 자양로3가길 31 (자양동),05104,광양고등학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,207552.938186686    ,447459.000863516    ,학교,,,,,상수도전용,,0,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00002,20050401,,01,영업/정상,01,영업,,,,,02 4526921,,143873,서울특별시 광진구 자양동 674,서울특별시 광진구 자양로3길 7 (자양동),05104,광양중학교,2022-05-24 14:34:20,U,2021-12-04 22:06:00.0,학교,207536.512576179,447556.489354576,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00003,20050502,,01,영업/정상,01,영업,,,,,02 4549476,,143812,서울특별시 광진구 광장동 414-1번지 (구번지 산81-5) ,서울특별시 광진구 워커힐로 32 (광장동),04982,서울양진초등학교,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,학교,208612.684174075    ,449144.854792365    ,학교,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00004,20050519,,01,영업/정상,01,영업,,,,,02 4466435,,143817,서울특별시 광진구 구의동 36-20번지 ,서울특별시 광진구 자양로44길 91 (구의동),04959,구의2동어린이집,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,어린이집,208436.929246544    ,449774.000547924    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00005,20050519,,01,영업/정상,01,영업,,,,,02 4657476,,143843,서울특별시 광진구 자양동 53-9,서울특별시 광진구 동일로4길 52 (자양동),05084,구립 은성어린이집,2022-04-13 16:14:13,U,2021-12-03 23:06:00.0,어린이집,205569.216016984,448159.921556413,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00006,20050523,,01,영업/정상,01,영업,,,,,02 4682336,,143916,서울특별시 광진구 화양동 32-3 ,서울특별시 광진구 능동로13길 108 (화양동),05012,구립 화송어린이집,2022-03-04 11:29:23,U,2022-03-10 02:40:00.0,어린이집,205944.234807759    ,449328.00012199     ,어린이집,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00007,20050526,,01,영업/정상,01,영업,,,,,02 4520748,,143864,서울특별시 광진구 자양동 581-2번지 ,서울특별시 광진구 자양번영로 35 (자양동),05092,자양어린이집,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,어린이집,206579.792260243    ,447852.764413523    ,어린이집,,,,,상수도전용,,,,,,,,,N,24.2,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00008,20050526,,03,폐업,02,폐업,20180821,,,,02 4580670,,143849,서울특별시 광진구 능동 240-16번지 ,서울특별시 광진구 천호대로114길 47 (능동),04988,능동어린이집,2018-08-21 13:11:56,U,2018-12-06 02:40:00.0,어린이집,207171.434132378    ,450148.09969326     ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00009,20050526,,01,영업/정상,01,영업,,,,,0222011049,,143814,서울특별시 광진구 광장동 472-1 ,서울특별시 광진구 아차산로66길 8 (광장동),04974,구립 사랑의어린이집,2022-03-24 17:12:56,U,2022-03-26 02:40:00.0,어린이집,208514.823489953    ,448758.697037872    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00010,20050526,,01,영업/정상,01,영업,,,,,02 4354900,,143909,서울특별시 광진구 중곡동 587-8번지 ,서울특별시 광진구 동일로 458 (중곡동),04901,중곡샛별어린이집,2017-05-18 10:35:16,I,2018-08-31 23:59:59.0,어린이집,207021.710062436    ,452076.333700858    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00011,20050526,,01,영업/정상,01,영업,,,,,0220305942,,143130,서울특별시 광진구 화양동 4-12번지 ,19  지하2층 ,서울특별시 광진구 능동로 120-1 (화양동,,19  지하2층),05030,건국대학교병원,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,병원,206303.03222946     ,448689.878161826    ,병원,,,,,상수도전용,,,,,,,,,N,0,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00012,20050620,,01,영업/정상,01,영업,,,,,0222010126,,143852,서울특별시 광진구 자양동 223-7번지 ,서울특별시 광진구 아차산로40길 9 (자양동),05054,광진어린이집,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,어린이집,206882.290660641    ,448331.243996181    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00013,20050620,,03,폐업,02,폐업,20200925,,,,02 4677907,,143841,서울특별시 광진구 자양동 16-3 ,서울특별시 광진구 동일로20길 20 (자양동),05071,파랑어린이집,2020-09-25 17:18:33,U,2020-09-27 02:40:00.0,어린이집,205652.390296022    ,448764.406841364    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00014,20050622,,03,폐업,02,폐업,20060713,,,,02 4565677,,143815,서울특별시 광진구 광장동 577번지 현대파크빌A 단지내 ,,,파크빌어린이집,2005-06-22 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,208902.730986087    ,449103.205201495    ,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00015,20050623,,01,영업/정상,01,영업,,,,,02 4579230,,143821,서울특별시 광진구 구의동 199-21 ,서울특별시 광진구 광나루로54길 36 (구의동),05117,구립 구의3동어린이집,2022-03-25 15:38:54,U,2022-03-27 02:40:00.0,어린이집,208336.447224852    ,448569.763276435    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00016,20050623,,01,영업/정상,01,영업,,,,,02 4501650,,143853,서울특별시 광진구 자양동 777번지 ,서울특별시 광진구 자양로 117 (자양동),05026,광진구청직장어린이집,2017-08-23 18:56:54,I,2018-08-31 23:59:59.0,어린이집,207217.242723012    ,448466.072448888    ,어린이집,,,,,상수도전용,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00017,20050627,,03,폐업,02,폐업,20060510,,,,02 4543166,,143883,서울특별시 광진구 중곡동 18-19번지 ,,,진성어린이집,2005-06-27 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,207574.965867886    ,451657.838120036    ,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00018,20050628,,01,영업/정상,01,영업,,,,,0234377173,,143888,서울특별시 광진구 중곡동 92-31,서울특별시 광진구 자양로43길 115 (중곡동),04950,구립 대원어린이집,2022-03-29 10:13:45,U,2021-12-02 21:01:00.0,어린이집,207790.775038274,450372.931750448,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00019,20050628,,03,폐업,02,폐업,20220628,,,,02 4548548,,143831,서울특별시 광진구 구의동 590-3,서울특별시 광진구 구의강변로3길 31 (구의동),05049,좋은어린이집,2022-06-28 11:29:42,U,2021-12-05 21:00:00.0,어린이집,207914.759967783,448220.63219047,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00020,20050628,,03,폐업,02,폐업,20070327,,,,02 4320111,,143909,서울특별시 광진구 중곡동 579-1번지 동방프라자 2층 ,,,동방어린이집,2005-06-28 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,207092.481119161    ,452070.118445356    ,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
3040000,3040000-105-2005-00021,20050628,,03,폐업,02,폐업,20060403,,,,02 4673333,,143840,서울특별시 광진구 군자동 357-5번지 ,,,예지어린이집,2005-06-28 00:00:00,I,2018-08-31 23:59:59.0,집단급식소,206065.600255687    ,449648.077732665    ,집단급식소,,,,,,,,,,,,,,N,0,,,,,,,,,서울시광진구집단급식소인허가정보.csv
